id,accession_name,brix_percent,apparent_purity_percent,tiller_number,query_used,sra_uid_count,sra_uids,chosen_uid,srx,srr,srp,prjna,srs,samn,library_name,organism,instrument,title
ss_183,yunnan75-Ⅱ-12,15.37,42.79,6.666666667,PRJNA1303125 library_name=Ss_183,1,41260838,41260838,SRX30906158,SRR35856875,SRP608715,PRJNA1303125,SRS26904988,SAMN50497130,Ss_183,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_184,yunnan75-Ⅱ-7,14.93,45.76,7.333333333,PRJNA1303125 library_name=Ss_184,1,41260839,41260839,SRX30906159,SRR35856874,SRP608715,PRJNA1303125,SRS26904987,SAMN50497131,Ss_184,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_185,yunnan76-Ⅲ-39,14.93,33.4,5.333333333,PRJNA1303125 library_name=Ss_185,1,41260840,41260840,SRX30906160,SRR35856873,SRP608715,PRJNA1303125,SRS26904989,SAMN50497132,Ss_185,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_186,yunnan82-86,11.08,22.76,9.666666667,PRJNA1303125 library_name=Ss_186,1,41136188,41136188,SRX30825582,SRR35776243,SRP608715,PRJNA1303125,SRS26835406,SAMN50497133,Ss_186,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_187,yunnan83-184,17.57,40.52,7.333333333,PRJNA1303125 library_name=Ss_187,1,41136187,41136187,SRX30825581,SRR35776244,SRP608715,PRJNA1303125,SRS26835405,SAMN50497134,Ss_187,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_188,hainan92-18,18.96,51.01899,10.33333333,PRJNA1303125 library_name=Ss_188,1,41260841,41260841,SRX30906161,SRR35856872,SRP608715,PRJNA1303125,SRS26904990,SAMN50497135,Ss_188,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_189,hainan92-61,16.64667,43.72079,8.333333333,PRJNA1303125 library_name=Ss_189,1,41260842,41260842,SRX30906162,SRR35856871,SRP608715,PRJNA1303125,SRS26904991,SAMN50497136,Ss_189,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_190,hainan92-16,14.96667,43.87304,14.33333333,PRJNA1303125 library_name=Ss_190,1,41260843,41260843,SRX30906163,SRR35856870,SRP608715,PRJNA1303125,SRS26904992,SAMN50497137,Ss_190,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_191,fujianxianyou-1,16.17,25.4,10.66666667,PRJNA1303125 library_name=Ss_191,1,40211224,40211224,SRX30096583,SRR34977670,SRP608715,PRJNA1303125,SRS26161390,SAMN50497138,Ss_191,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_192,guangdong-23,16.53,34.29,10.66666667,PRJNA1303125 library_name=Ss_192,1,41136186,41136186,SRX30825580,SRR35776245,SRP608715,PRJNA1303125,SRS26835404,SAMN50497139,Ss_192,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_193,guangdong-47,16.71,36.52,11.33333333,PRJNA1303125 library_name=Ss_193,1,40211225,40211225,SRX30096584,SRR34977669,SRP608715,PRJNA1303125,SRS26161391,SAMN50497140,Ss_193,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_194,sichuan79-Ⅰ-17,17.15,47.84,9.666666667,PRJNA1303125 library_name=Ss_194,1,41260844,41260844,SRX30906164,SRR35856869,SRP608715,PRJNA1303125,SRS26904993,SAMN50497141,Ss_194,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_195,yunnan76-Ⅱ-25,16.25,38.78,9,PRJNA1303125 library_name=Ss_195,1,40211223,40211223,SRX30096582,SRR34977671,SRP608715,PRJNA1303125,SRS26161389,SAMN50497142,Ss_195,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_196,yunnan75-Ⅱ-21,14.74,31.53,5.666666667,PRJNA1303125 library_name=Ss_196,1,41260845,41260845,SRX30906165,SRR35856868,SRP608715,PRJNA1303125,SRS26904994,SAMN50497143,Ss_196,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_197,yunnan75-Ⅱ-23,16.93,39.44,6,PRJNA1303125 library_name=Ss_197,1,41260847,41260847,SRX30906167,SRR35856866,SRP608715,PRJNA1303125,SRS26904996,SAMN50497144,Ss_197,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_198,yunnan76-Ⅲ-17,15.91,47.23,10.66666667,PRJNA1303125 library_name=Ss_198,1,40211226,40211226,SRX30096585,SRR34977668,SRP608715,PRJNA1303125,SRS26161392,SAMN50497145,Ss_198,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_199,yunnan82-141,12.89,40,11.66666667,PRJNA1303125 library_name=Ss_199,1,41136185,41136185,SRX30825579,SRR35776246,SRP608715,PRJNA1303125,SRS26835403,SAMN50497146,Ss_199,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_200,yunnan83-210,16.41,46.72,7,PRJNA1303125 library_name=Ss_200,1,41260848,41260848,SRX30906168,SRR35856865,SRP608715,PRJNA1303125,SRS26904997,SAMN50497147,Ss_200,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_201,yunnan87-27,13.19,39.06,9,PRJNA1303125 library_name=Ss_201,1,40211227,40211227,SRX30096586,SRR34977667,SRP608715,PRJNA1303125,SRS26161393,SAMN50497148,Ss_201,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_202,yunnan87-30,12.27,40.28,9.666666667,PRJNA1303125 library_name=Ss_202,1,41260849,41260849,SRX30906169,SRR35856864,SRP608715,PRJNA1303125,SRS26904998,SAMN50497149,Ss_202,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_203,yunnan-7,17.22,4.83,12,PRJNA1303125 library_name=Ss_203,1,41260850,41260850,SRX30906170,SRR35856863,SRP608715,PRJNA1303125,SRS26904999,SAMN50497150,Ss_203,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_204,guangdong-33,17.25,45.77,12.33333333,PRJNA1303125 library_name=Ss_204,1,41260851,41260851,SRX30906171,SRR35856862,SRP608715,PRJNA1303125,SRS26905000,SAMN50497151,Ss_204,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_205,guizhou78-Ⅰ-31,14.46,40.71,9,PRJNA1303125 library_name=Ss_205,1,41260852,41260852,SRX30906172,SRR35856861,SRP608715,PRJNA1303125,SRS26905002,SAMN50497152,Ss_205,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_206,hainan92-3,19.73,43.71,9,PRJNA1303125 library_name=Ss_206,1,41260853,41260853,SRX30906173,SRR35856860,SRP608715,PRJNA1303125,SRS26905001,SAMN50497153,Ss_206,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_207,hainan92-7,15.5,26.73,6,PRJNA1303125 library_name=Ss_207,1,41260854,41260854,SRX30906174,SRR35856859,SRP608715,PRJNA1303125,SRS26905003,SAMN50497154,Ss_207,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_208,sichuan79-Ⅱ-9,16.01,44.17,10,PRJNA1303125 library_name=Ss_208,1,41260855,41260855,SRX30906175,SRR35856858,SRP608715,PRJNA1303125,SRS26905004,SAMN50497155,Ss_208,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_209,yunnan75-Ⅰ-8,14.28,35.38,11.66666667,PRJNA1303125 library_name=Ss_209,1,41260856,41260856,SRX30906176,SRR35856857,SRP608715,PRJNA1303125,SRS26905005,SAMN50497156,Ss_209,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_210,yunnan75-Ⅱ-26,19.05,45.44,7.666666667,PRJNA1303125 library_name=Ss_210,1,41260858,41260858,SRX30906178,SRR35856855,SRP608715,PRJNA1303125,SRS26905007,SAMN50497157,Ss_210,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_211,yunnan76-Ⅰ-003,15.21,55.98,14.66666667,PRJNA1303125 library_name=Ss_211,1,41260859,41260859,SRX30906179,SRR35856854,SRP608715,PRJNA1303125,SRS26905008,SAMN50497158,Ss_211,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_212,yunnan82-116,13.08,38.42,10,PRJNA1303125 library_name=Ss_212,1,41260860,41260860,SRX30906180,SRR35856853,SRP608715,PRJNA1303125,SRS26905010,SAMN50497159,Ss_212,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_213,yunnan82-67,11.6,33.73,9,PRJNA1303125 library_name=Ss_213,1,41260861,41260861,SRX30906181,SRR35856852,SRP608715,PRJNA1303125,SRS26905009,SAMN50497160,Ss_213,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_214,hainan92-56,12.66667,39.39018,11.66666667,PRJNA1303125 library_name=Ss_214,1,41260862,41260862,SRX30906182,SRR35856851,SRP608715,PRJNA1303125,SRS26905011,SAMN50497161,Ss_214,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_215,hainan92-24,15.47333,27.44036,8.333333333,PRJNA1303125 library_name=Ss_215,1,41260863,41260863,SRX30906183,SRR35856850,SRP608715,PRJNA1303125,SRS26905012,SAMN50497162,Ss_215,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_216,fujian79-Ⅱ-9,15.69,40.13,7,PRJNA1303125 library_name=Ss_216,1,41260864,41260864,SRX30906184,SRR35856849,SRP608715,PRJNA1303125,SRS26905014,SAMN50497163,Ss_216,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_217,hainan-3,14.29,40.69,10.33333333,PRJNA1303125 library_name=Ss_217,1,41136184,41136184,SRX30825578,SRR35776247,SRP608715,PRJNA1303125,SRS26835402,SAMN50497164,Ss_217,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_218,hainan92-52,14.56,31.95,6.666666667,PRJNA1303125 library_name=Ss_218,1,41260865,41260865,SRX30906185,SRR35856848,SRP608715,PRJNA1303125,SRS26905013,SAMN50497165,Ss_218,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_219,yunnan82-111,11,18.85,8,PRJNA1303125 library_name=Ss_219,1,41260866,41260866,SRX30906186,SRR35856847,SRP608715,PRJNA1303125,SRS26905015,SAMN50497166,Ss_219,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_220,yunnan87-29,15.39,44.15,9.666666667,PRJNA1303125 library_name=Ss_220,1,41260867,41260867,SRX30906187,SRR35856846,SRP608715,PRJNA1303125,SRS26905016,SAMN50497167,Ss_220,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_221,yunnan-1,18.15,53.57,10.66666667,PRJNA1303125 library_name=Ss_221,1,40211228,40211228,SRX30096587,SRR34977666,SRP608715,PRJNA1303125,SRS26161394,SAMN50497168,Ss_221,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_222,fujianxianyou-2,15.44,22.87,8.666666667,PRJNA1303125 library_name=Ss_222,1,40443076,40443076,SRX30301082,SRR35197298,SRP608715,PRJNA1303125,SRS26349356,SAMN50497169,Ss_222,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_223,guangdong-41,16.98,49.97,7.333333333,PRJNA1303125 library_name=Ss_223,1,40211229,40211229,SRX30096588,SRR34977665,SRP608715,PRJNA1303125,SRS26161395,SAMN50497170,Ss_223,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_224,guizhou-26,13.9,30.71,8,PRJNA1303125 library_name=Ss_224,1,40443077,40443077,SRX30301083,SRR35197297,SRP608715,PRJNA1303125,SRS26349357,SAMN50497171,Ss_224,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_225,yunnan-8,12.81,36.17,25.33333333,PRJNA1303125 library_name=Ss_225,1,40443078,40443078,SRX30301084,SRR35197296,SRP608715,PRJNA1303125,SRS26349358,SAMN50497172,Ss_225,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_226,yunnan-2,16.03,48.98,9,PRJNA1303125 library_name=Ss_226,1,40211230,40211230,SRX30096589,SRR34977664,SRP608715,PRJNA1303125,SRS26161396,SAMN50497173,Ss_226,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_227,guizhou78-Ⅰ-11,13.64,25.56,9.333333333,PRJNA1303125 library_name=Ss_227,1,40443079,40443079,SRX30301085,SRR35197295,SRP608715,PRJNA1303125,SRS26349359,SAMN50497174,Ss_227,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_228,yunnan82-112,13.81,35.77,7.666666667,PRJNA1303125 library_name=Ss_228,1,40211269,40211269,SRX30096628,SRR34977624,SRP608715,PRJNA1303125,SRS26161435,SAMN50497175,Ss_228,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_229,hainan92-5,15.95,36.82,15.33333333,PRJNA1303125 library_name=Ss_229,1,40443080,40443080,SRX30301086,SRR35197294,SRP608715,PRJNA1303125,SRS26349360,SAMN50497176,Ss_229,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_230,yunnan75-Ⅱ-34,17.83,52.19,7.666666667,PRJNA1303125 library_name=Ss_230,1,40211270,40211270,SRX30096629,SRR34977623,SRP608715,PRJNA1303125,SRS26161436,SAMN50497177,Ss_230,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_231,guangxige-4,15.06,45.48663347,NA,PRJNA1303125 library_name=Ss_231,1,40443081,40443081,SRX30301087,SRR35197293,SRP608715,PRJNA1303125,SRS26349361,SAMN50497178,Ss_231,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_232,fujian87-Ⅰ-4,15.08,23.3,16.66666667,PRJNA1303125 library_name=Ss_232,1,40211271,40211271,SRX30096630,SRR34977622,SRP608715,PRJNA1303125,SRS26161437,SAMN50497179,Ss_232,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_233,guangdong-31,15.13,15.74,13.66666667,PRJNA1303125 library_name=Ss_233,1,40443082,40443082,SRX30301088,SRR35197292,SRP608715,PRJNA1303125,SRS26349362,SAMN50497180,Ss_233,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_234,guangxi87-17,18.02666667,46.85838018,9.666666667,PRJNA1303125 library_name=Ss_234,1,40211272,40211272,SRX30096631,SRR34977621,SRP608715,PRJNA1303125,SRS26161438,SAMN50497181,Ss_234,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_235,hainan92-60,12.9,40.74509,8,PRJNA1303125 library_name=Ss_235,1,40443083,40443083,SRX30301089,SRR35197291,SRP608715,PRJNA1303125,SRS26349363,SAMN50497182,Ss_235,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_236,guangxi92-6,17.34,37.20239331,12.66666667,PRJNA1303125 library_name=Ss_236,1,40443084,40443084,SRX30301090,SRR35197290,SRP608715,PRJNA1303125,SRS26349364,SAMN50497183,Ss_236,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_237,hainan92-8,18.4,46.62218,9.666666667,PRJNA1303125 library_name=Ss_237,1,40346566,40346566,SRX30222580,SRR35113738,SRP608715,PRJNA1303125,SRS26277311,SAMN50497184,Ss_237,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_238,guangxi87-13,16.46,33.66798906,9,PRJNA1303125 library_name=Ss_238,1,40443085,40443085,SRX30301091,SRR35197289,SRP608715,PRJNA1303125,SRS26349365,SAMN50497185,Ss_238,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_239,guangxi86-8,11.75333333,23.92324731,9.666666667,PRJNA1303125 library_name=Ss_239,1,40443087,40443087,SRX30301093,SRR35197287,SRP608715,PRJNA1303125,SRS26349367,SAMN50497186,Ss_239,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_241,yunnan75-Ⅱ-4,17.09,54.73,12.33333333,PRJNA1303125 library_name=Ss_241,1,40346567,40346567,SRX30222581,SRR35113737,SRP608715,PRJNA1303125,SRS26277312,SAMN50497187,Ss_241,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_242,yunnan82-14,12.68,43.44,13,PRJNA1303125 library_name=Ss_242,1,40443088,40443088,SRX30301094,SRR35197286,SRP608715,PRJNA1303125,SRS26349368,SAMN50497188,Ss_242,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_243,yunnan82-149,13.82,21.08,8,PRJNA1303125 library_name=Ss_243,1,40346568,40346568,SRX30222582,SRR35113736,SRP608715,PRJNA1303125,SRS26277313,SAMN50497189,Ss_243,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_244,guangxitianlin,19.85333333,56.26194762,16.66666667,PRJNA1303125 library_name=Ss_244,1,40443089,40443089,SRX30301095,SRR35197285,SRP608715,PRJNA1303125,SRS26349369,SAMN50497190,Ss_244,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_245,guangxi87-14,16.61333333,42.45064406,9.333333333,PRJNA1303125 library_name=Ss_245,1,40346569,40346569,SRX30222583,SRR35113735,SRP608715,PRJNA1303125,SRS26277314,SAMN50497191,Ss_245,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_246,guangxi92-16,12.46,18.91841894,11,PRJNA1303125 library_name=Ss_246,1,40443090,40443090,SRX30301096,SRR35197284,SRP608715,PRJNA1303125,SRS26349370,SAMN50497192,Ss_246,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_247,hainan92-34,18.7,52.28883,8.333333333,PRJNA1303125 library_name=Ss_247,1,40346570,40346570,SRX30222584,SRR35113734,SRP608715,PRJNA1303125,SRS26277315,SAMN50497193,Ss_247,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_248,guangxi87-23,15.36,42.3085612,7,PRJNA1303125 library_name=Ss_248,1,40443091,40443091,SRX30301097,SRR35197283,SRP608715,PRJNA1303125,SRS26349371,SAMN50497194,Ss_248,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_249,guangxi87-1,16.07333333,35.90361676,4.333333333,PRJNA1303125 library_name=Ss_249,1,40443092,40443092,SRX30301098,SRR35197282,SRP608715,PRJNA1303125,SRS26349372,SAMN50497195,Ss_249,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_250,hainan92-63,15.53333,33.16693,8.666666667,PRJNA1303125 library_name=Ss_250,1,40443093,40443093,SRX30301099,SRR35197281,SRP608715,PRJNA1303125,SRS26349373,SAMN50497196,Ss_250,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_251,fujian89-Ⅰ-17,14.41,35.22,10.66666667,PRJNA1303125 library_name=Ss_251,1,40443094,40443094,SRX30301100,SRR35197280,SRP608715,PRJNA1303125,SRS26349374,SAMN50497197,Ss_251,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_252,fujianputian,11.92,25.26,11.66666667,PRJNA1303125 library_name=Ss_252,1,40346571,40346571,SRX30222585,SRR35113733,SRP608715,PRJNA1303125,SRS26277316,SAMN50497198,Ss_252,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_253,guangdong-29,12.8,11.05,NA,guangdong-29,2,7429485;7429475,7429485,,,,,,,,,,
ss_254,guangdong-36,16.76,49.38,NA,PRJNA1303125 library_name=Ss_254,1,40346572,40346572,SRX30222586,SRR35113732,SRP608715,PRJNA1303125,SRS26277317,SAMN50497199,Ss_254,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_257,guangdonghuanzhou,16.44,28.37,11.66666667,PRJNA1303125 library_name=Ss_257,1,40443096,40443096,SRX30301102,SRR35197278,SRP608715,PRJNA1303125,SRS26349376,SAMN50497201,Ss_257,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_258,guizhou78-Ⅱ-08,16.35,57.25,7.666666667,PRJNA1303125 library_name=Ss_258,1,40346573,40346573,SRX30222587,SRR35113731,SRP608715,PRJNA1303125,SRS26277318,SAMN50497202,Ss_258,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_259,hainan92-31,16.23,42.59,6,PRJNA1303125 library_name=Ss_259,1,40346575,40346575,SRX30222589,SRR35113729,SRP608715,PRJNA1303125,SRS26277320,SAMN50497203,Ss_259,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_260,guangxi87-25,14.40666667,51.61600648,12.33333333,PRJNA1303125 library_name=Ss_260,1,40346576,40346576,SRX30222590,SRR35113728,SRP608715,PRJNA1303125,SRS26277321,SAMN50497204,Ss_260,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_261,fujian87-Ⅰ-14,12.21,20.97,12.33333333,PRJNA1303125 library_name=Ss_261,1,40443098,40443098,SRX30301104,SRR35197276,SRP608715,PRJNA1303125,SRS26349378,SAMN50497205,Ss_261,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_262,hainanyanglan-9,14.86,26.63,7,PRJNA1303125 library_name=Ss_262,1,40346577,40346577,SRX30222591,SRR35113727,SRP608715,PRJNA1303125,SRS26277322,SAMN50497206,Ss_262,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_263,yunnanmanhao-1,17.05,49.17,8,PRJNA1303125 library_name=Ss_263,1,40443099,40443099,SRX30301105,SRR35197275,SRP608715,PRJNA1303125,SRS26349379,SAMN50497207,Ss_263,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_264,hainanyacheng-1,14.77,36.47,9,PRJNA1303125 library_name=Ss_264,1,40346578,40346578,SRX30222592,SRR35113726,SRP608715,PRJNA1303125,SRS26277323,SAMN50497208,Ss_264,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_265,guangdong-28,15.17,30.76,10.33333333,PRJNA1303125 library_name=Ss_265,1,40443100,40443100,SRX30301106,SRR35197274,SRP608715,PRJNA1303125,SRS26349380,SAMN50497209,Ss_265,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_266,guangdong-44,18.12,49.7,8.333333333,PRJNA1303125 library_name=Ss_266,1,40346579,40346579,SRX30222593,SRR35113725,SRP608715,PRJNA1303125,SRS26277324,SAMN50497210,Ss_266,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_267,yunnan76-Ⅲ-18,13.52,34.38,11.66666667,PRJNA1303125 library_name=Ss_267,1,40443101,40443101,SRX30301107,SRR35197273,SRP608715,PRJNA1303125,SRS26349381,SAMN50497211,Ss_267,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_268,yunnan87-47,12.63,25.33,9,PRJNA1303125 library_name=Ss_268,1,40346580,40346580,SRX30222594,SRR35113724,SRP608715,PRJNA1303125,SRS26277325,SAMN50497212,Ss_268,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_269,hainan92-39,12.34,47.53,9,PRJNA1303125 library_name=Ss_269,1,40346581,40346581,SRX30222595,SRR35113723,SRP608715,PRJNA1303125,SRS26277326,SAMN50497213,Ss_269,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_270,guangdong-81,16.91,52.91,5.333333333,PRJNA1303125 library_name=Ss_270,1,40346582,40346582,SRX30222596,SRR35113722,SRP608715,PRJNA1303125,SRS26277327,SAMN50497214,Ss_270,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_271,Vietnam-3,16.68,27.67,0,PRJNA1303125 library_name=Ss_271,1,40346583,40346583,SRX30222597,SRR35113721,SRP608715,PRJNA1303125,SRS26277328,SAMN50497215,Ss_271,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_272,hainan92-66,14.93333,39.03041,6.666666667,PRJNA1303125 library_name=Ss_272,1,40443102,40443102,SRX30301108,SRR35197272,SRP608715,PRJNA1303125,SRS26349382,SAMN50497216,Ss_272,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_273,hainan-2,13.79,46.55,8,PRJNA1303125 library_name=Ss_273,1,40443103,40443103,SRX30301109,SRR35197271,SRP608715,PRJNA1303125,SRS26349383,SAMN50497217,Ss_273,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_274,hainan92-50,15.39,32.05,8,PRJNA1303125 library_name=Ss_274,1,40443104,40443104,SRX30301110,SRR35197270,SRP608715,PRJNA1303125,SRS26349384,SAMN50497218,Ss_274,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_275,yunnan82-110,15.69,53.09,12,PRJNA1303125 library_name=Ss_275,1,40443105,40443105,SRX30301111,SRR35197269,SRP608715,PRJNA1303125,SRS26349385,SAMN50497219,Ss_275,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
ss_276,Thailand	S.SP2003-1,16.08,51.77,11,PRJNA1303125 library_name=Ss_276,1,40443106,40443106,SRX30301112,SRR35197268,SRP608715,PRJNA1303125,SRS26349386,SAMN50497220,Ss_276,Saccharum spontaneum,DNBSEQ-T7,Whole genome resequencing of Saccharum spp.: young leaf
